CBSA_ID,CBSA NAME,CBSA,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
277,"Walla Walla, WA",47460,Level Level 4,Low,undefined,16,2023-24
291,"Warner Robins, GA",47580,Level Level 1,Minimal,undefined,16,2023-24
930,"Warren, PA",47620,Level Level 1,Minimal,undefined,16,2023-24
566,"Warsaw, IN",47700,Level Level 2,Minimal,undefined,16,2023-24
342,"Washington, IN",47780,Level Level 1,Minimal,undefined,16,2023-24
149,"Washington, NC",47820,Level Level 1,Minimal,undefined,16,2023-24
185,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,Level Level 2,Minimal,undefined,16,2023-24
635,"Washington Court House, OH",47920,Level Level 1,Minimal,undefined,16,2023-24
691,"Waterloo-Cedar Falls, IA",47940,Level Level 2,Minimal,undefined,16,2023-24
790,"Watertown, SD",47980,Level Level 2,Minimal,undefined,16,2023-24
898,"Watertown-Fort Atkinson, WI",48020,Level Level 2,Minimal,undefined,16,2023-24
405,"Watertown-Fort Drum, NY",48060,Level Level 5,Low,undefined,16,2023-24
907,"Wauchula, FL",48100,Level Level 1,Minimal,undefined,16,2023-24
553,"Wausau, WI",48140,Level Level 1,Minimal,undefined,16,2023-24
857,"Weirton-Steubenville, WV-OH",48260,Level Level 1,Minimal,undefined,16,2023-24
314,"Wenatchee, WA",48300,Level Level 2,Minimal,undefined,16,2023-24
851,"West Plains, MO",48460,Level Level 1,Minimal,undefined,16,2023-24
900,"Wheeling, WV-OH",48540,Level Level 2,Minimal,undefined,16,2023-24
479,"Whitewater-Elkhorn, WI",48580,Level Level 1,Minimal,undefined,16,2023-24
735,"Wichita, KS",48620,Level Level 2,Minimal,undefined,16,2023-24
906,"Williamsport, PA",48700,Level Level 2,Minimal,undefined,16,2023-24
296,"Williston, ND",48780,Level Level 3,Minimal,undefined,16,2023-24
328,"Wilmington, NC",48900,Level Level 4,Low,undefined,16,2023-24
796,"Wilmington, OH",48940,Level Level 1,Minimal,undefined,16,2023-24
548,"Wilson, NC",48980,Level Level 1,Minimal,undefined,16,2023-24
271,"Winchester, VA-WV",49020,Level Level 4,Low,undefined,16,2023-24
830,"Winnemucca, NV",49080,Level Level 1,Minimal,undefined,16,2023-24
43,"Winston-Salem, NC",49180,Level Level 2,Minimal,undefined,16,2023-24
833,"Wisconsin Rapids-Marshfield, WI",49220,Level Level 2,Minimal,undefined,16,2023-24
504,"Wooster, OH",49300,Level Level 1,Minimal,undefined,16,2023-24
152,"Worcester, MA-CT",49340,Level Level 4,Low,undefined,16,2023-24
288,"Yakima, WA",49420,Level Level 1,Minimal,undefined,16,2023-24
299,"York-Hanover, PA",49620,Level Level 1,Minimal,undefined,16,2023-24
495,"Youngstown-Warren-Boardman, OH-PA",49660,Level Level 1,Minimal,undefined,16,2023-24
108,"Yuba City, CA",49700,Level Level 1,Minimal,undefined,16,2023-24
59,"Yuma, AZ",49740,Level Level 1,Minimal,undefined,16,2023-24
716,"Aberdeen, SD",10100,Level Level 2,Minimal,undefined,17,2023-24
137,"Aberdeen, WA",10140,Level Level 1,Minimal,undefined,17,2023-24
739,"Ada, OK",10220,Level Level 1,Minimal,undefined,17,2023-24
615,"Adrian, MI",10300,Level Level 1,Minimal,undefined,17,2023-24
654,"Akron, OH",10420,Level Level 1,Minimal,undefined,17,2023-24
454,"Alamogordo, NM",10460,Level Level 2,Minimal,undefined,17,2023-24
260,"Albany, OR",10540,Level Level 1,Minimal,undefined,17,2023-24
629,"Albany-Schenectady-Troy, NY",10580,Level Level 2,Minimal,undefined,17,2023-24
326,"Albemarle, NC",10620,Level Level 1,Minimal,undefined,17,2023-24
672,"Albert Lea, MN",10660,Level Level 3,Minimal,undefined,17,2023-24
250,"Albertville, AL",10700,Level Level 2,Minimal,undefined,17,2023-24
165,"Albuquerque, NM",10740,Level Level 5,Low,undefined,17,2023-24
891,"Alexander City, AL",10760,Level Level 2,Minimal,undefined,17,2023-24
66,"Alexandria, LA",10780,Level Level 2,Minimal,undefined,17,2023-24
937,"Alexandria, MN",10820,Level Level 2,Minimal,undefined,17,2023-24
178,"Allentown-Bethlehem-Easton, PA-NJ",10900,Level Level 1,Minimal,undefined,17,2023-24
783,"Alma, MI",10940,Level Level 3,Minimal,undefined,17,2023-24
189,"Alpena, MI",10980,Level Level 4,Low,undefined,17,2023-24
737,"Altoona, PA",11020,Level Level 3,Minimal,undefined,17,2023-24
758,"Ames, IA",11180,Level Level 1,Minimal,undefined,17,2023-24
557,"Amsterdam, NY",11220,Level Level 2,Minimal,undefined,17,2023-24
671,"Anchorage, AK",11260,Level Level 5,Low,undefined,17,2023-24
645,"Angola, IN",11420,Level Level 2,Minimal,undefined,17,2023-24
781,"Ann Arbor, MI",11460,Level Level 3,Minimal,undefined,17,2023-24
825,"Anniston-Oxford-Jacksonville, AL",11500,Level Level 4,Low,undefined,17,2023-24
933,"Appleton, WI",11540,Level Level 5,Low,undefined,17,2023-24
74,"Arcadia, FL",11580,Level Level 1,Minimal,undefined,17,2023-24
500,"Ardmore, OK",11620,Level Level 1,Minimal,undefined,17,2023-24
193,"Arecibo, PR",11640,Level Level 1,Minimal,undefined,17,2023-24
779,"Arkansas City-Winfield, KS",11680,Level Level 2,Minimal,undefined,17,2023-24
54,"Asheville, NC",11700,Level Level 1,Minimal,undefined,17,2023-24
880,"Ashtabula, OH",11780,Level Level 3,Minimal,undefined,17,2023-24
26,"Astoria, OR",11820,Level Level 2,Minimal,undefined,17,2023-24
789,"Athens, OH",11900,Level Level 2,Minimal,undefined,17,2023-24
172,"Athens, TN",11940,Level Level 1,Minimal,undefined,17,2023-24
913,"Athens-Clarke County, GA",12020,Level Level 1,Minimal,undefined,17,2023-24
39,"Atlanta-Sandy Springs-Roswell, GA",12060,Level Level 1,Minimal,undefined,17,2023-24
16,"Atlantic City-Hammonton, NJ",12100,Level Level 2,Minimal,undefined,17,2023-24
856,"Atmore, AL",12120,Level Level 2,Minimal,undefined,17,2023-24
854,"Auburn, IN",12140,Level Level 3,Minimal,undefined,17,2023-24
502,"Auburn, NY",12180,Level Level 1,Minimal,undefined,17,2023-24
481,"Auburn-Opelika, AL",12220,Level Level 2,Minimal,undefined,17,2023-24
19,"Augusta-Richmond County, GA-SC",12260,Level Level 1,Minimal,undefined,17,2023-24
794,"Augusta-Waterville, ME",12300,Level Level 2,Minimal,undefined,17,2023-24
759,"Austin, MN",12380,Level Level 2,Minimal,undefined,17,2023-24
262,"Austin-Round Rock, TX",12420,Level Level 2,Minimal,undefined,17,2023-24
47,"Baltimore-Columbia-Towson, MD",12580,Level Level 3,Minimal,undefined,17,2023-24
756,"Bangor, ME",12620,Level Level 3,Minimal,undefined,17,2023-24
32,"Baraboo, WI",12660,Level Level 1,Minimal,undefined,17,2023-24
14,"Bardstown, KY",12680,Level Level 1,Minimal,undefined,17,2023-24
905,"Barnstable Town, MA",12700,Level Level 6,Moderate,undefined,17,2023-24
802,"Barre, VT",12740,Level Level 2,Minimal,undefined,17,2023-24
693,"Bartlesville, OK",12780,Level Level 2,Minimal,undefined,17,2023-24
587,"Batavia, NY",12860,Level Level 3,Minimal,undefined,17,2023-24
205,"Batesville, AR",12900,Level Level 1,Minimal,undefined,17,2023-24
928,"Baton Rouge, LA",12940,Level Level 1,Minimal,undefined,17,2023-24
778,"Battle Creek, MI",12980,Level Level 6,Moderate,undefined,17,2023-24
559,"Bay City, MI",13020,Level Level 3,Minimal,undefined,17,2023-24
755,"Beaver Dam, WI",13180,Level Level 4,Low,undefined,17,2023-24
173,"Beckley, WV",13220,Level Level 1,Minimal,undefined,17,2023-24
624,"Bedford, IN",13260,Level Level 1,Minimal,undefined,17,2023-24
910,"Bellefontaine, OH",13340,Level Level 2,Minimal,undefined,17,2023-24
441,"Bellingham, WA",13380,Level Level 1,Minimal,undefined,17,2023-24
130,"Bend-Redmond, OR",13460,Level Level 2,Minimal,undefined,17,2023-24
803,"Bennington, VT",13540,Level Level 2,Minimal,undefined,17,2023-24
85,"Berlin, NH-VT",13620,Level Level 1,Minimal,undefined,17,2023-24
377,"Big Rapids, MI",13660,Level Level 1,Minimal,undefined,17,2023-24
808,"Big Stone Gap, VA",13720,Level Level 1,Minimal,undefined,17,2023-24
378,"Billings, MT",13740,Level Level 1,Minimal,undefined,17,2023-24
331,"Binghamton, NY",13780,Level Level 2,Minimal,undefined,17,2023-24
164,"Birmingham-Hoover, AL",13820,Level Level 1,Minimal,undefined,17,2023-24
200,"Bismarck, ND",13900,Level Level 7,Moderate,undefined,17,2023-24
35,"Blacksburg-Christiansburg-Radford, VA",13980,Level Level 2,Minimal,undefined,17,2023-24
628,"Bloomington, IL",14010,Level Level 1,Minimal,undefined,17,2023-24
527,"Bloomington, IN",14020,Level Level 5,Low,undefined,17,2023-24
938,"Bloomsburg-Berwick, PA",14100,Level Level 2,Minimal,undefined,17,2023-24
293,"Bluefield, WV-VA",14140,Level Level 3,Minimal,undefined,17,2023-24
286,"Blytheville, AR",14180,Level Level 3,Minimal,undefined,17,2023-24
795,"Bogalusa, LA",14220,Level Level 1,Minimal,undefined,17,2023-24
27,"Boise City, ID",14260,Level Level 3,Minimal,undefined,17,2023-24
490,"Boone, NC",14380,Level Level 5,Low,undefined,17,2023-24
648,"Boston-Cambridge-Newton, MA-NH",14460,Level Level 3,Minimal,undefined,17,2023-24
71,"Boulder, CO",14500,Level Level 2,Minimal,undefined,17,2023-24
113,"Brainerd, MN",14660,Level Level 1,Minimal,undefined,17,2023-24
945,"Branson, MO",14700,Level Level 1,Minimal,undefined,17,2023-24
359,"Bremerton-Silverdale, WA",14740,Level Level 1,Minimal,undefined,17,2023-24
379,"Bridgeport-Stamford-Norwalk, CT",14860,Level Level 2,Minimal,undefined,17,2023-24
488,"Brookhaven, MS",15020,Level Level 1,Minimal,undefined,17,2023-24
2,"Brookings, OR",15060,Level Level 1,Minimal,undefined,17,2023-24
809,"Brookings, SD",15100,Level Level 1,Minimal,undefined,17,2023-24
8,"Brownsville-Harlingen, TX",15180,Level Level 1,Minimal,undefined,17,2023-24
774,"Brownwood, TX",15220,Level Level 1,Minimal,undefined,17,2023-24
187,"Brunswick, GA",15260,Level Level 2,Minimal,undefined,17,2023-24
700,"Bucyrus, OH",15340,Level Level 2,Minimal,undefined,17,2023-24
302,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,Level Level 4,Low,undefined,17,2023-24
508,"Burley, ID",15420,Level Level 1,Minimal,undefined,17,2023-24
647,"Burlington, NC",15500,Level Level 1,Minimal,undefined,17,2023-24
42,"Burlington-South Burlington, VT",15540,Level Level 1,Minimal,undefined,17,2023-24
93,"Butte-Silver Bow, MT",15580,Level Level 1,Minimal,undefined,17,2023-24
793,"Cadillac, MI",15620,Level Level 2,Minimal,undefined,17,2023-24
474,"Calhoun, GA",15660,Level Level 1,Minimal,undefined,17,2023-24
129,"California-Lexington Park, MD",15680,Level Level 1,Minimal,undefined,17,2023-24
486,"Cambridge, MD",15700,Level Level 1,Minimal,undefined,17,2023-24
274,"Camden, AR",15780,Level Level 1,Minimal,undefined,17,2023-24
99,"Campbellsville, KY",15820,Level Level 1,Minimal,undefined,17,2023-24
480,"Canton, IL",15900,Level Level 1,Minimal,undefined,17,2023-24
881,"Canton-Massillon, OH",15940,Level Level 1,Minimal,undefined,17,2023-24
308,"Cape Coral-Fort Myers, FL",15980,Level Level 8,High,undefined,17,2023-24
275,"Cape Girardeau, MO-IL",16020,Level Level 1,Minimal,undefined,17,2023-24
95,"Carbondale-Marion, IL",16060,Level Level 1,Minimal,undefined,17,2023-24
743,"Carlsbad-Artesia, NM",16100,Level Level 1,Minimal,undefined,17,2023-24
728,"Carson City, NV",16180,Level Level 2,Minimal,undefined,17,2023-24
733,"Casper, WY",16220,Level Level 1,Minimal,undefined,17,2023-24
447,"Cedar City, UT",16260,Level Level 1,Minimal,undefined,17,2023-24
713,"Cedar Rapids, IA",16300,Level Level 1,Minimal,undefined,17,2023-24
463,"Cedartown, GA",16340,Level Level 1,Minimal,undefined,17,2023-24
614,"Celina, OH",16380,Level Level 4,Low,undefined,17,2023-24
788,"Centralia, IL",16460,Level Level 2,Minimal,undefined,17,2023-24
46,"Centralia, WA",16500,Level Level 3,Minimal,undefined,17,2023-24
345,"Chambersburg-Waynesboro, PA",16540,Level Level 1,Minimal,undefined,17,2023-24
374,"Champaign-Urbana, IL",16580,Level Level 1,Minimal,undefined,17,2023-24
56,"Charleston, WV",16620,Level Level 1,Minimal,undefined,17,2023-24
233,"Charleston-North Charleston, SC",16700,Level Level 1,Minimal,undefined,17,2023-24
45,"Charlotte-Concord-Gastonia, NC-SC",16740,Level Level 2,Minimal,undefined,17,2023-24
785,"Charlottesville, VA",16820,Level Level 1,Minimal,undefined,17,2023-24
21,"Chattanooga, TN-GA",16860,Level Level 1,Minimal,undefined,17,2023-24
22,"Chicago-Naperville-Elgin, IL-IN-WI",16980,Level Level 2,Minimal,undefined,17,2023-24
426,"Cincinnati, OH-KY-IN",17140,Level Level 2,Minimal,undefined,17,2023-24
220,"Claremont-Lebanon, NH-VT",17200,Level Level 2,Minimal,undefined,17,2023-24
408,"Clarksburg, WV",17220,Level Level 1,Minimal,undefined,17,2023-24
847,"Clarksdale, MS",17260,Level Level 5,Low,undefined,17,2023-24
111,"Clarksville, TN-KY",17300,Level Level 2,Minimal,undefined,17,2023-24
926,"Cleveland, TN",17420,Level Level 3,Minimal,undefined,17,2023-24
20,"Cleveland-Elyria, OH",17460,Level Level 3,Minimal,undefined,17,2023-24
610,"Clewiston, FL",17500,Level Level 3,Minimal,undefined,17,2023-24
182,"Clinton, IA",17540,Level Level 1,Minimal,undefined,17,2023-24
753,"Clovis, NM",17580,Level Level 5,Low,undefined,17,2023-24
864,"Coeur d'Alene, ID",17660,Level Level 1,Minimal,undefined,17,2023-24
591,"Coffeyville, KS",17700,Level Level 1,Minimal,undefined,17,2023-24
800,"Coldwater, MI",17740,Level Level 3,Minimal,undefined,17,2023-24
25,"College Station-Bryan, TX",17780,Level Level 3,Minimal,undefined,17,2023-24
855,"Colorado Springs, CO",17820,Level Level 1,Minimal,undefined,17,2023-24
151,"Columbia, MO",17860,Level Level 2,Minimal,undefined,17,2023-24
213,"Columbia, SC",17900,Level Level 1,Minimal,undefined,17,2023-24
183,"Columbus, GA-AL",17980,Level Level 1,Minimal,undefined,17,2023-24
689,"Columbus, IN",18020,Level Level 1,Minimal,undefined,17,2023-24
528,"Columbus, NE",18100,Level Level 1,Minimal,undefined,17,2023-24
243,"Columbus, OH",18140,Level Level 1,Minimal,undefined,17,2023-24
540,"Concord, NH",18180,Level Level 1,Minimal,undefined,17,2023-24
362,"Connersville, IN",18220,Level Level 1,Minimal,undefined,17,2023-24
229,"Cookeville, TN",18260,Level Level 1,Minimal,undefined,17,2023-24
483,"Coos Bay, OR",18300,Level Level 1,Minimal,undefined,17,2023-24
240,"Cornelia, GA",18460,Level Level 1,Minimal,undefined,17,2023-24
644,"Corning, NY",18500,Level Level 1,Minimal,undefined,17,2023-24
746,"Cortland, NY",18660,Level Level 1,Minimal,undefined,17,2023-24
226,"Corvallis, OR",18700,Level Level 1,Minimal,undefined,17,2023-24
669,"Crawfordsville, IN",18820,Level Level 1,Minimal,undefined,17,2023-24
23,"Crestview-Fort Walton Beach-Destin, FL",18880,Level Level 3,Minimal,undefined,17,2023-24
321,"Crossville, TN",18900,Level Level 1,Minimal,undefined,17,2023-24
300,"Cullman, AL",18980,Level Level 3,Minimal,undefined,17,2023-24
120,"Cullowhee, NC",19000,Level Level 3,Minimal,undefined,17,2023-24
203,"Cumberland, MD-WV",19060,Level Level 1,Minimal,undefined,17,2023-24
211,"Dallas-Fort Worth-Arlington, TX",19100,Level Level 2,Minimal,undefined,17,2023-24
885,"Dalton, GA",19140,Level Level 1,Minimal,undefined,17,2023-24
835,"Danville, IL",19180,Level Level 1,Minimal,undefined,17,2023-24
544,"Danville, KY",19220,Level Level 3,Minimal,undefined,17,2023-24
285,"Danville, VA",19260,Level Level 1,Minimal,undefined,17,2023-24
284,"Daphne-Fairhope-Foley, AL",19300,Level Level 1,Minimal,undefined,17,2023-24
217,"Davenport-Moline-Rock Island, IA-IL",19340,Level Level 1,Minimal,undefined,17,2023-24
517,"Dayton, OH",19380,Level Level 1,Minimal,undefined,17,2023-24
139,"Decatur, AL",19460,Level Level 3,Minimal,undefined,17,2023-24
877,"Decatur, IL",19500,Level Level 3,Minimal,undefined,17,2023-24
580,"Decatur, IN",19540,Level Level 2,Minimal,undefined,17,2023-24
567,"Defiance, OH",19580,Level Level 1,Minimal,undefined,17,2023-24
41,"Deltona-Daytona Beach-Ormond Beach, FL",19660,Level Level 3,Minimal,undefined,17,2023-24
335,"Deming, NM",19700,Level Level 2,Minimal,undefined,17,2023-24
472,"Denver-Aurora-Lakewood, CO",19740,Level Level 2,Minimal,undefined,17,2023-24
397,"DeRidder, LA",19760,Level Level 3,Minimal,undefined,17,2023-24
641,"Des Moines-West Des Moines, IA",19780,Level Level 2,Minimal,undefined,17,2023-24
663,"Detroit-Warren-Dearborn, MI",19820,Level Level 5,Low,undefined,17,2023-24
705,"Dickinson, ND",19860,Level Level 1,Minimal,undefined,17,2023-24
415,"Dothan, AL",20020,Level Level 1,Minimal,undefined,17,2023-24
865,"Douglas, GA",20060,Level Level 1,Minimal,undefined,17,2023-24
604,"Dover, DE",20100,Level Level 1,Minimal,undefined,17,2023-24
410,"Dublin, GA",20140,Level Level 1,Minimal,undefined,17,2023-24
371,"DuBois, PA",20180,Level Level 2,Minimal,undefined,17,2023-24
327,"Duluth, MN-WI",20260,Level Level 1,Minimal,undefined,17,2023-24
376,"Dunn, NC",20380,Level Level 2,Minimal,undefined,17,2023-24
428,"Durango, CO",20420,Level Level 1,Minimal,undefined,17,2023-24
399,"Durham-Chapel Hill, NC",20500,Level Level 3,Minimal,undefined,17,2023-24
6,"Dyersburg, TN",20540,Level Level 1,Minimal,undefined,17,2023-24
117,"Easton, MD",20660,Level Level 1,Minimal,undefined,17,2023-24
515,"Eau Claire, WI",20740,Level Level 2,Minimal,undefined,17,2023-24
674,"Effingham, IL",20820,Level Level 1,Minimal,undefined,17,2023-24
391,"El Centro, CA",20940,Level Level 1,Minimal,undefined,17,2023-24
69,"Elizabeth City, NC",21020,Level Level 1,Minimal,undefined,17,2023-24
341,"Elizabethtown-Fort Knox, KY",21060,Level Level 2,Minimal,undefined,17,2023-24
859,"Elkhart-Goshen, IN",21140,Level Level 4,Low,undefined,17,2023-24
297,"Elko, NV",21220,Level Level 1,Minimal,undefined,17,2023-24
806,"Elmira, NY",21300,Level Level 2,Minimal,undefined,17,2023-24
114,"El Paso, TX",21340,Level Level 1,Minimal,undefined,17,2023-24
630,"Emporia, KS",21380,Level Level 1,Minimal,undefined,17,2023-24
600,"Enid, OK",21420,Level Level 3,Minimal,undefined,17,2023-24
622,"Enterprise, AL",21460,Level Level 1,Minimal,undefined,17,2023-24
413,"Erie, PA",21500,Level Level 2,Minimal,undefined,17,2023-24
5,"Escanaba, MI",21540,Level Level 3,Minimal,undefined,17,2023-24
382,"Espa̱ola, NM",21580,Level Level 2,Minimal,undefined,17,2023-24
320,"Eufaula, AL-GA",21640,Level Level 1,Minimal,undefined,17,2023-24
279,"Eugene, OR",21660,Level Level 1,Minimal,undefined,17,2023-24
904,"Evansville, IN-KY",21780,Level Level 2,Minimal,undefined,17,2023-24
849,"Fairmont, MN",21860,Level Level 1,Minimal,undefined,17,2023-24
810,"Fairmont, WV",21900,Level Level 1,Minimal,undefined,17,2023-24
650,"Fallon, NV",21980,Level Level 1,Minimal,undefined,17,2023-24
697,"Fargo, ND-MN",22020,Level Level 4,Low,undefined,17,2023-24
560,"Faribault-Northfield, MN",22060,Level Level 1,Minimal,undefined,17,2023-24
936,"Farmington, MO",22100,Level Level 2,Minimal,undefined,17,2023-24
319,"Farmington, NM",22140,Level Level 1,Minimal,undefined,17,2023-24
432,"Fayetteville, NC",22180,Level Level 4,Low,undefined,17,2023-24
64,"Fayetteville-Springdale-Rogers, AR-MO",22220,Level Level 1,Minimal,undefined,17,2023-24
896,"Fergus Falls, MN",22260,Level Level 1,Minimal,undefined,17,2023-24
554,"Fernley, NV",22280,Level Level 1,Minimal,undefined,17,2023-24
450,"Findlay, OH",22300,Level Level 1,Minimal,undefined,17,2023-24
572,"Fitzgerald, GA",22340,Level Level 3,Minimal,undefined,17,2023-24
100,"Flagstaff, AZ",22380,Level Level 3,Minimal,undefined,17,2023-24
764,"Flint, MI",22420,Level Level 3,Minimal,undefined,17,2023-24
253,"Florence, SC",22500,Level Level 1,Minimal,undefined,17,2023-24
373,"Florence-Muscle Shoals, AL",22520,Level Level 1,Minimal,undefined,17,2023-24
175,"Forest City, NC",22580,Level Level 1,Minimal,undefined,17,2023-24
322,"Fort Collins, CO",22660,Level Level 1,Minimal,undefined,17,2023-24
636,"Fort Madison-Keokuk, IA-IL-MO",22800,Level Level 1,Minimal,undefined,17,2023-24
38,"Fort Payne, AL",22840,Level Level 2,Minimal,undefined,17,2023-24
304,"Fort Polk South, LA",22860,Level Level 1,Minimal,undefined,17,2023-24
643,"Fort Smith, AR-OK",22900,Level Level 1,Minimal,undefined,17,2023-24
607,"Fort Wayne, IN",23060,Level Level 4,Low,undefined,17,2023-24
278,"Frankfort, IN",23140,Level Level 1,Minimal,undefined,17,2023-24
420,"Frankfort, KY",23180,Level Level 1,Minimal,undefined,17,2023-24
729,"Freeport, IL",23300,Level Level 3,Minimal,undefined,17,2023-24
577,"Fremont, NE",23340,Level Level 2,Minimal,undefined,17,2023-24
573,"Fremont, OH",23380,Level Level 1,Minimal,undefined,17,2023-24
124,"Fresno, CA",23420,Level Level 3,Minimal,undefined,17,2023-24
396,"Gadsden, AL",23460,Level Level 2,Minimal,undefined,17,2023-24
471,"Gainesville, FL",23540,Level Level 1,Minimal,undefined,17,2023-24
484,"Gainesville, GA",23580,Level Level 2,Minimal,undefined,17,2023-24
